cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
sample_0502,sha_0502,Elsevier,Vaccine development and efficacy analysis,,,,cc-by,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2019-12-03,"Davis, M.; Wilson, R.; Taylor, S.",Nature Medicine,mag_502,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_502,s2_502
sample_0503,sha_0503,medRxiv,Vaccine development and efficacy analysis,,PMC1000503,,cc-by-nc,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2023-07-02,"Miller, N.; Jones, O.; Williams, P.",Nature Medicine,mag_503,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_503,s2_503
sample_0504,sha_0504,Elsevier,Pandemic response strategies and public health measures,10.1000/sample.504,PMC1000504,,cc-by-nc,Analysis of treatment effectiveness and clinical management approaches.,2022-03-17,"Lee, K.; Wang, L.; Chen, M.",Proceedings of the National Academy of Sciences,mag_504,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_504,s2_504
sample_0505,,medRxiv,Long COVID symptoms and patient recovery,,,30000505,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2023-04-08,"Thompson, G.; Garcia, H.; Martinez, I.",Proceedings of the National Academy of Sciences,mag_505,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_505,s2_505
sample_0506,sha_0506,PMC,SARS-CoV-2 viral dynamics in clinical settings,10.1000/sample.506,PMC1000506,30000506,cc-by-nc,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2023-03-02,"Anderson, L.; Thomas, P.; Jackson, D.",PLOS ONE,mag_506,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_506,s2_506
sample_0507,sha_0507,Elsevier,Mask wearing and transmission reduction,10.1000/sample.507,PMC1000507,30000507,cc-by-nc,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2023-10-25,"Miller, N.; Jones, O.; Williams, P.",New England Journal of Medicine,mag_507,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_507,s2_507
sample_0508,sha_0508,WHO,Healthcare system impact during pandemic,10.1000/sample.508,,,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2020-02-27,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Science,mag_508,who_508,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_508,s2_508
sample_0509,,Elsevier,Immunological response to SARS-CoV-2 infection,10.1000/sample.509,,,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2020-08-19,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Proceedings of the National Academy of Sciences,mag_509,who_509,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_509,s2_509
sample_0510,sha_0510,Elsevier,Mental health effects of COVID-19 lockdowns,,PMC1000510,30000510,cc-by-nc,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2023-03-24,"Smith, J.; Johnson, A.; Brown, K.",The Lancet,mag_510,who_510,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_510,s2_510
sample_0511,sha_0511,Elsevier,Pandemic response strategies and public health measures,10.1000/sample.511,PMC1000511,30000511,cc-by,Long-term COVID effects study including symptom persistence and recovery.,2020-07-06,"Anderson, L.; Thomas, P.; Jackson, D.",The Lancet,mag_511,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_511,s2_511
sample_0512,sha_0512,WHO,Pandemic response strategies and public health measures,10.1000/sample.512,,,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2022-12-25,"Thompson, G.; Garcia, H.; Martinez, I.",PLOS ONE,mag_512,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_512,s2_512
sample_0513,sha_0513,WHO,Treatment protocols for severe COVID cases,10.1000/sample.513,,30000513,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2020-06-18,"Anderson, L.; Thomas, P.; Jackson, D.",Science,mag_513,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_513,s2_513
sample_0514,sha_0514,Elsevier,Treatment protocols for severe COVID cases,10.1000/sample.514,PMC1000514,30000514,cc-by,Long-term COVID effects study including symptom persistence and recovery.,2022-04-12,"Davis, M.; Wilson, R.; Taylor, S.",New England Journal of Medicine,mag_514,who_514,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_514,s2_514
sample_0515,,arXiv,Contact tracing effectiveness studies,10.1000/sample.515,PMC1000515,,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2020-09-19,"Smith, J.; Johnson, A.; Brown, K.",The Lancet,mag_515,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_515,s2_515
sample_0516,,PMC,Healthcare system impact during pandemic,10.1000/sample.516,PMC1000516,30000516,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2023-08-10,"Lee, K.; Wang, L.; Chen, M.",PLOS ONE,mag_516,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_516,s2_516
sample_0517,sha_0517,Elsevier,Economic implications of pandemic measures,10.1000/sample.517,PMC1000517,,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2020-02-22,"Smith, J.; Johnson, A.; Brown, K.",The Lancet,mag_517,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_517,s2_517
sample_0518,,arXiv,Healthcare system impact during pandemic,10.1000/sample.518,PMC1000518,30000518,cc-by-nc,Long-term COVID effects study including symptom persistence and recovery.,2023-05-13,"Thompson, G.; Garcia, H.; Martinez, I.",Nature,mag_518,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_518,s2_518
sample_0519,sha_0519,medRxiv,Mask wearing and transmission reduction,,PMC1000519,30000519,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2022-10-18,"Lee, K.; Wang, L.; Chen, M.",New England Journal of Medicine,mag_519,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_519,s2_519
sample_0520,sha_0520,arXiv,Vaccine development and efficacy analysis,,PMC1000520,30000520,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2021-07-17,"White, C.; Harris, B.; Martin, E.",Cell,mag_520,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_520,s2_520
sample_0521,sha_0521,Elsevier,Immunological response to SARS-CoV-2 infection,10.1000/sample.521,PMC1000521,,cc-by,Immunological response analysis including antibody production and cellular immunity.,2021-06-23,"Smith, J.; Johnson, A.; Brown, K.",Proceedings of the National Academy of Sciences,mag_521,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_521,s2_521
sample_0522,sha_0522,arXiv,Pandemic response strategies and public health measures,10.1000/sample.522,PMC1000522,30000522,cc-by-nc,Healthcare system capacity analysis during peak pandemic periods.,2023-01-07,"Miller, N.; Jones, O.; Williams, P.",BMJ,mag_522,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_522,s2_522
sample_0523,sha_0523,arXiv,Economic implications of pandemic measures,10.1000/sample.523,PMC1000523,30000523,cc-by-nc,Immunological response analysis including antibody production and cellular immunity.,2022-05-01,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Nature Medicine,mag_523,,arxiv.523,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_523,s2_523
sample_0524,sha_0524,WHO,Economic implications of pandemic measures,10.1000/sample.524,,30000524,cc-by,Analysis of treatment effectiveness and clinical management approaches.,2020-12-03,"Davis, M.; Wilson, R.; Taylor, S.",Nature,mag_524,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_524,s2_524
sample_0525,sha_0525,medRxiv,Mask wearing and transmission reduction,10.1000/sample.525,PMC1000525,30000525,cc-by-nc,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2022-01-01,"Anderson, L.; Thomas, P.; Jackson, D.",Nature Medicine,mag_525,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_525,s2_525
sample_0526,,WHO,Mask wearing and transmission reduction,10.1000/sample.526,,30000526,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2022-07-23,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",BMJ,mag_526,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_526,s2_526
sample_0527,,Elsevier,COVID-19 respiratory symptoms and transmission patterns,10.1000/sample.527,PMC1000527,30000527,cc-by-nc,Research on pandemic response effectiveness and public health intervention strategies.,2023-09-07,"Miller, N.; Jones, O.; Williams, P.",Science,mag_527,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_527,s2_527
sample_0528,sha_0528,Elsevier,Mask wearing and transmission reduction,10.1000/sample.528,,30000528,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2020-09-10,"Davis, M.; Wilson, R.; Taylor, S.",PLOS ONE,mag_528,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_528,s2_528
sample_0529,sha_0529,PMC,Ventilator management in COVID patients,10.1000/sample.529,PMC1000529,30000529,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2023-06-09,"White, C.; Harris, B.; Martin, E.",PLOS ONE,mag_529,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_529,s2_529
sample_0530,,WHO,Epidemiological analysis of coronavirus spread,10.1000/sample.530,PMC1000530,,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2022-12-16,"Davis, M.; Wilson, R.; Taylor, S.",Cell,mag_530,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_530,s2_530
sample_0531,,PMC,Ventilator management in COVID patients,10.1000/sample.531,PMC1000531,,cc-by-nc,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2022-03-12,"Smith, J.; Johnson, A.; Brown, K.",The Lancet,mag_531,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_531,s2_531
sample_0532,,PMC,Long COVID symptoms and patient recovery,10.1000/sample.532,,30000532,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2023-05-05,"White, C.; Harris, B.; Martin, E.",Proceedings of the National Academy of Sciences,mag_532,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_532,s2_532
sample_0533,sha_0533,WHO,Long COVID symptoms and patient recovery,10.1000/sample.533,,30000533,cc-by,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2020-10-22,"Davis, M.; Wilson, R.; Taylor, S.",Nature Medicine,mag_533,who_533,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_533,s2_533
sample_0534,sha_0534,PMC,Economic implications of pandemic measures,10.1000/sample.534,PMC1000534,,cc-by,Immunological response analysis including antibody production and cellular immunity.,2022-12-03,"Anderson, L.; Thomas, P.; Jackson, D.",Nature,mag_534,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_534,s2_534
sample_0535,,medRxiv,Treatment protocols for severe COVID cases,10.1000/sample.535,PMC1000535,30000535,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2022-06-29,"Smith, J.; Johnson, A.; Brown, K.",Nature Medicine,mag_535,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_535,s2_535
sample_0536,sha_0536,arXiv,Vaccine development and efficacy analysis,10.1000/sample.536,,30000536,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2022-10-20,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",New England Journal of Medicine,mag_536,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_536,s2_536
sample_0537,,PMC,Mask wearing and transmission reduction,10.1000/sample.537,PMC1000537,30000537,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2022-02-21,"Davis, M.; Wilson, R.; Taylor, S.",PLOS ONE,mag_537,who_537,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_537,s2_537
sample_0538,,Elsevier,Economic implications of pandemic measures,,,,cc-by,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2021-11-10,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Cell,mag_538,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_538,s2_538
sample_0539,sha_0539,WHO,Epidemiological analysis of coronavirus spread,10.1000/sample.539,PMC1000539,30000539,cc-by-nc,Long-term COVID effects study including symptom persistence and recovery.,2022-03-11,"Anderson, L.; Thomas, P.; Jackson, D.",BMJ,mag_539,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_539,s2_539
sample_0540,sha_0540,arXiv,Treatment protocols for severe COVID cases,,,30000540,cc-by-nc,Healthcare system capacity analysis during peak pandemic periods.,2022-02-24,"Miller, N.; Jones, O.; Williams, P.",JAMA,mag_540,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_540,s2_540
sample_0541,sha_0541,WHO,Pandemic response strategies and public health measures,10.1000/sample.541,,30000541,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2021-06-14,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",JAMA,mag_541,who_541,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_541,s2_541
sample_0542,sha_0542,WHO,Pandemic response strategies and public health measures,10.1000/sample.542,PMC1000542,30000542,cc-by,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2022-03-16,"Anderson, L.; Thomas, P.; Jackson, D.",PLOS ONE,mag_542,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_542,s2_542
sample_0543,sha_0543,Elsevier,Immunological response to SARS-CoV-2 infection,10.1000/sample.543,,30000543,cc-by,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2020-07-31,"Smith, J.; Johnson, A.; Brown, K.",Nature Medicine,mag_543,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_543,s2_543
